Channel,Gain,Time_Unix,Score,Time_String
2000,0.003310502990520363,1653002923.256,0.8921300337101691,2022-05-20 08:28:43.256
2000,0.0033076278436575185,1653607653.356,0.8635904194492149,2022-05-27 08:27:33.356
2000,0.003279518898147225,1654211926.783,0.9448435390607542,2022-06-03 08:18:46.783
2000,0.0032636187517854783,1654734457.646,0.8891286426557032,2022-06-09 09:27:37.646
2000,0.0032450150940924517,1655424284.324,0.7170056944873198,2022-06-17 09:04:44.324
2000,0.003211057100666133,1655970060.296,0.8012659758803002,2022-06-23 16:41:00.296
2000,0.003223247989039264,1656630987.276,0.8645616055330315,2022-07-01 08:16:27.276
2000,0.003207041333221187,1657237280.551,0.7228457583117651,2022-07-08 08:41:20.551
2000,0.0031949564906017737,1657838538.831,0.7974438199863184,2022-07-15 07:42:18.831
2000,0.0032232008123411647,1658985149.418,0.7577772432608413,2022-07-28 14:12:29.418
2000,0.0032042446069353954,1659675643.2,0.8635894900167138,2022-08-05 14:00:43.200
2000,0.0032203619708920527,1660285668.654,0.933729385780808,2022-08-12 15:27:48.654
2000,0.003167650292648551,1660865135.693,0.818466292399915,2022-08-19 08:25:35.693
2000,0.003148740354532274,1661472201.396,0.7519620401798377,2022-08-26 09:03:21.396
2000,0.0031596315761157566,1662074225.375,0.8650642539868417,2022-09-02 08:17:05.375
2000,0.0031285052772346833,1662677804.033,0.8967433987758895,2022-09-09 07:56:44.033
2000,0.0031133546015355254,1663284719.882,0.7880150832652547,2022-09-16 08:31:59.882
2000,0.0031098658104845704,1664498462.859,0.7143309436695436,2022-09-30 09:41:02.859
2000,0.0031152411099120967,1665101567.276,0.7334230862365334,2022-10-07 09:12:47.276
2000,0.00310374987659589,1665719595.046,0.7824849523274696,2022-10-14 12:53:15.046
2000,0.0030999187584141432,1666308576.657,0.757337562085332,2022-10-21 08:29:36.657
2000,0.0030778432503179437,1666913671.719,0.8057055617264565,2022-10-28 08:34:31.719
2000,0.00307840618268252,1667521198.573,1.071290720567517,2022-11-04 09:19:58.573
2000,0.0030647538972907065,1668124972.863,0.8640438831904803,2022-11-11 09:02:52.863
2000,0.0030621362550994195,1668728046.38,0.889054329669948,2022-11-18 08:34:06.380
2000,0.0030526418071632902,1669334830.229,0.7779502158306416,2022-11-25 09:07:10.229
2000,0.0030470699855505647,1669870192.256,0.7551867944592997,2022-12-01 13:49:52.256
2000,0.0030588995429061856,1670543019.24,0.8831139319798941,2022-12-09 08:43:39.240
2000,0.003073635416022423,1671067555.827,0.7358814428116833,2022-12-15 10:25:55.827
2000,0.0030399736328205703,1671751939.617,0.9692574490227659,2022-12-23 08:32:19.617
2000,0.00307608021779305,1672356345.06,0.031386563025295515,2022-12-30 08:25:45.060
2000,0.0030423793916197392,1672965996.794,0.8224956456722445,2023-01-06 09:46:36.794
2000,0.0030367801806102965,1674175351.55,0.7594093698428925,2023-01-20 09:42:31.550
2000,0.0030115573465440805,1674780140.896,0.8143873435574625,2023-01-27 09:42:20.896
2000,0.0031094090344160495,1675409416.678,0.0103690386403541,2023-02-03 16:30:16.678
2000,0.0030322722049645288,1675987979.049,0.6866906461551315,2023-02-10 09:12:59.049
2000,0.0030292712242920273,1676698584.729,0.7483578175571161,2023-02-18 14:36:24.729
2000,0.003017730141701004,1677130075.087,0.7737905272985813,2023-02-23 14:27:55.087
2000,0.0029974771515067873,1677802139.172,0.8825985996169272,2023-03-03 09:08:59.172
2000,0.00298113117366156,1678424061.678,0.7940598227671203,2023-03-10 13:54:21.678
2000,0.0030033964516383046,1678924788.23,0.8297729788974233,2023-03-16 08:59:48.230
2000,0.0030061355854858842,1679619480.571,0.7073775722337414,2023-03-24 09:58:00.571
2000,0.002975138240183838,1680136696.657,0.8486765893334695,2023-03-30 09:38:16.657
2000,0.00300303278571238,1680740187.728,0.6596031433969528,2023-04-06 09:16:27.728
2000,0.002988976045231453,1681427521.262,0.6118656365255131,2023-04-14 08:12:01.262
2000,0.002972851230525375,1682033725.216,0.7573961125111726,2023-04-21 08:35:25.216
2000,0.00295948765516275,1682641440.073,0.9332428707985106,2023-04-28 09:24:00.073
2000,0.002960409833763407,1683245395.048,0.7766178004580404,2023-05-05 09:09:55.048
2000,0.002935164860810506,1683847043.032,0.9254546571457677,2023-05-12 08:17:23.032
2000,0.0029520847221352494,1684450434.829,0.7481841815167732,2023-05-19 07:53:54.829
2000,0.0029366705161261142,1685054425.19,0.6702261999505151,2023-05-26 07:40:25.190
2000,0.0029361622159237676,1685661134.571,0.8522574394453484,2023-06-02 08:12:14.571
2000,0.002969323941071575,1686268255.281,0.3177078672443609,2023-06-09 08:50:55.281
2000,0.002950118507272671,1686875254.466,0.7976878183742755,2023-06-16 09:27:34.466
2001,0.002839826717230061,1653002923.256,0.8078365795301002,2022-05-20 08:28:43.256
